Unnamed: 0_wildfire,id,fire_number,year,discovered_date,date_wildfire,detection_agent_type,smoke_type,smoke_color,smoke_base_size,condition_of_smoke,latitude_wildfire,longitude_wildfire,dispatch_date,dispatched_resource,ia_getaway_time,assessment_datetime,assessment_size,assessment_result,assessment_resource,fire_spread_rate,fire_type,fuel_type,fire_position_on_slope,comments,general_cause,eco_zone_flag,wui_indicator,temperature,relative_humidity_wildfire,wind_direction,wind_speed,weather_conditions_over_fire,initial_action_by,ia_arrival_at_fire_date,ia_access,air_ff_start_date,air_ff_start_size,ground_ff_start_date,ground_ff_start_size,bucketing_on_fire,distance_from_water_source,first_bucket_drop_date,first_bh_date,first_bh_size,first_uc_date,first_uc_size,first_to_date,first_to_size,first_ex_date,first_ex_size_perimeter,current_size,size_class,ia_getaway_obj,ia_start_size_obj,first_burn_period_obj,contained_size_obj,geometry,FA_NAME,forest_area,hour_of_day,date_day,Unnamed: 0_weather,station_id,date_weather,update_timestamp,dry_bulb_temperature,dew_point,relative_humidity_weather,rain_mm,snow_cm,hail_mm,precipitation_mm,wind_speed_kmh,wind_gust_kmh,wind_azimuth,ffmc,dmc,dc,isi,bui,fwi,dsr,latitude_weather,longitude_weather
27229,65259,SWF148,2014,7/31/2014 12:27,2014-07-31 12:27:00,AIR,,,,,56.5068,-113.224333,7/31/2014 12:27,HAC,5  minutes,7/31/2014 12:29,0.1,Immediate Action,IA Forces,0.5,Ground,C2,Flat,"Timber
None",Lightning,N,N,25.0,75.0,CLM,0.0,Cloudy,HAC1H,7/31/2014 12:27,Conventional R/W,,,7/31/2014 13:20,0.1,N,,,7/31/2014 12:29,0.1,7/31/2014 13:20,0.1,,,7/31/2014 14:20,0.1,0.1,A,Y,?,Y,Y,POINT (609240.3233664808 6261393.235366246),Slave Lake Forest Area,Slave Lake,12.45,2014-07-31,865158,LK,2014-07-31,,22.0,18.4,80.04,7.3,0.0,0.0,7.3,2.0,,135,44.6,9.3,242.7,0.1,17.0,0.1,0.0,56.46,-113.19
27234,65272,SWF149,2014,7/31/2014 13:26,2014-07-31 13:27:00,AIR,LC,LG,,,56.510667,-113.235833,7/31/2014 15:03,HAC,5  minutes,7/31/2014 15:07,0.1,Immediate Action,IA Forces,0.5,Ground,C2,Flat,Timber,Lightning,N,N,25.0,75.0,CLM,0.0,Cloudy,HAC1H,7/31/2014 15:07,Conventional R/W,,,7/31/2014 15:15,0.1,N,,,7/31/2014 15:07,0.1,7/31/2014 15:07,0.1,,,7/31/2014 15:15,0.1,0.1,A,Y,?,Y,Y,POINT (608521.8730633078 6261805.176198974),Slave Lake Forest Area,Slave Lake,13.45,2014-07-31,865158,LK,2014-07-31,,22.0,18.4,80.04,7.3,0.0,0.0,7.3,2.0,,135,44.6,9.3,242.7,0.1,17.0,0.1,0.0,56.46,-113.19
27238,66227,PWF114,2014,9/15/2014 10:12,2014-09-15 10:15:00,LKT,S,LG,N,Drifting Low,56.523483,-119.355683,9/15/2014 10:17,HAC,30  minutes,9/15/2014 11:00,0.1,Immediate Action,IA Forces,0.0,Surface,,Flat,no v@r,Agriculture Industry,N,N,17.0,65.0,CLM,0.0,Clear,Land Owner,,,,,,,,,,9/15/2014 11:00,0.1,9/15/2014 11:00,0.1,9/15/2014 11:01,0.1,9/17/2014 12:15,0.1,0.1,A,Y,,Y,Y,POINT (232237.2181221154 6270333.592466726),Peace River Forest Area,Peace River,10.25,2014-09-15,312961,CH,2014-09-15,,17.0,8.5,57.27,0.0,0.0,0.0,0.0,7.0,,45,83.4,22.7,445.4,2.4,40.2,6.2,0.69,56.6,-119.41
27287,65567,LWF114,2014,8/7/2014 18:56,2014-08-07 18:56:00,LKT,LC,LG,N,Drifting Low,55.4955,-112.477833,8/7/2014 18:57,HAC,5  minutes,8/7/2014 19:34,0.01,Immediate Action,IA Forces,0.0,Surface,C2,Flat,Timber.,Lightning,N,N,22.0,40.0,W,5.0,Clear,HAC,8/7/2014 19:25,Conventional R/W,8/7/2014 20:06,0.29,8/7/2014 20:12,0.29,Y,10.0,8/7/2014 20:06,8/7/2014 19:34,0.01,8/7/2014 19:34,0.01,,,8/8/2014 11:19,0.29,0.29,B,Y,Y,Y,Y,POINT (659262.8153002989 6150360.954709499),Lac La Biche Forest Area,Lac La Biche,18.93333333,2014-08-07,960398,MY,2014-08-07,,19.0,10.0,55.87,0.0,0.0,0.0,0.0,14.0,29.0,135,73.8,10.8,233.9,1.5,19.4,1.9,0.09,55.56,-112.4
27289,67087,CWF326,2014,,2015-02-12 17:51:00,UNP,,,,,49.628433,-114.493783,2/12/2015 18:06,FPD Staff,Off Duty,2/12/2015 19:20,0.1,Immediate Action,IA Forces,0.0,Surface,O1a,Bottom,"Mobile Homes (Vacant and Occupied)
Actioned by CNPFD",Resident,N,N,5.0,50.0,NW,5.0,Cloudy,Fire Department,,,,,,,,,,2/12/2015 19:20,0.1,2/12/2015 19:20,0.1,,,2/13/2015 9:30,0.08,0.08,A,Y,,Y,Y,POINT (536543.2233157355 5495242.698303957),Calgary Forest Area,Calgary,17.85,2015-02-12,264312,C4,2015-02-12,,8.0,1.0,58.0,0.0,0.0,0.0,0.0,20.0,35.0,135,,,,,,,,49.61,-114.45
27313,70146,EWF074,2015,7/10/2015 17:21,2015-07-10 17:21:00,LKT,LC,LG,S,Straight Up,52.852817,-116.925633,7/10/2015 17:21,HAC,5  minutes,7/10/2015 17:23,0.01,Immediate Action,IA Forces,3.0,Surface,C2,Upper 1/3,"None
difficult access",Lightning,N,N,23.7,63.0,CLM,0.0,Cloudy,HAC,7/10/2015 17:21,Conventional R/W,7/10/2015 18:07,0.01,7/11/2015 13:19,0.01,Y,0.7,7/10/2015 18:07,7/10/2015 21:19,0.01,7/10/2015 21:19,0.01,,,7/11/2015 16:51,0.01,0.01,A,Y,Y,Y,Y,POINT (370389.495407158 5855290.891614985),Edson Forest Area,Edson,17.35,2015-07-10,625687,GF,2015-07-10,,20.9,7.9,43.1,0.0,0.0,0.0,0.0,17.0,,225,88.9,20.7,208.1,8.7,33.2,16.3,3.79,52.89,-116.99
27315,70148,EWF076,2015,7/10/2015 17:06,2015-07-10 17:06:00,LKT,LC,LG,S,Drifting Low,54.04585,-118.28465,7/10/2015 17:06,HAC,5  minutes,7/10/2015 17:30,0.03,Immediate Action,IA Forces,0.1,Surface,C2,Flat,Oil facility 1.5km to the west,Lightning,N,N,16.0,58.0,E,2.0,CB Wet,HAC,7/10/2015 17:30,Conventional R/W,7/10/2015 17:49,0.01,7/10/2015 17:35,0.01,Y,0.2,7/10/2015 17:49,7/10/2015 18:10,0.03,7/10/2015 18:45,0.03,,,7/11/2015 11:56,0.01,0.01,A,Y,Y,Y,Y,POINT (285051.9522128584 5991216.348611733),Edson Forest Area,Edson,17.1,2015-07-10,712648,HU,2015-07-10,,25.5,8.0,32.86,0.0,0.0,0.0,0.0,10.0,,315,93.0,42.7,250.0,10.8,59.8,25.8,8.55,53.99,-118.19
27327,67782,LWF060,2015,4/26/2015 16:52,2015-04-26 16:52:00,UNP,,,,,55.2645,-113.212067,4/26/2015 17:05,FTAC,30  minutes,4/26/2015 17:11,0.25,Immediate Action,IA Forces,0.0,Ground,O1a,Lower 1/3,,Incendiary,N,N,12.0,25.0,SE,5.0,Clear,Fire Department,,,,,,,,,,4/26/2015 17:28,0.25,4/26/2015 17:28,0.25,,,4/26/2015 19:00,0.25,0.25,B,Y,,Y,Y,POINT (613565.9291736794 6123231.041690501),Lac La Biche Forest Area,Lac La Biche,16.86666667,2015-04-26,328708,CL,2015-04-26,,8.5,-6.9,32.87,0.0,0.0,0.0,0.0,5.0,,135,83.5,12.3,205.4,2.2,21.3,3.7,0.28,55.21,-113.2
27342,70149,EWF077,2015,7/10/2015 17:09,2015-07-10 17:09:00,LKT,LC,LG,S,Drifting Low,53.950783,-118.188817,7/10/2015 17:09,FPD Staff,30  minutes,7/10/2015 18:34,0.01,Immediate Action,IA Forces,0.0,Surface,C2,Upper 1/3,,Lightning,N,N,14.8,82.0,CLM,0.0,Cloudy,HAC,7/11/2015 8:57,Ground,,,7/11/2015 8:57,0.01,N,,,7/10/2015 18:34,0.01,7/11/2015 10:00,0.01,,,7/11/2015 10:30,0.01,0.01,A,Y,Y,Y,Y,POINT (290844.9225463927 5980361.447109813),Edson Forest Area,Edson,17.15,2015-07-10,712648,HU,2015-07-10,,25.5,8.0,32.86,0.0,0.0,0.0,0.0,10.0,,315,93.0,42.7,250.0,10.8,59.8,25.8,8.55,53.99,-118.19
27363,69569,HWF241,2015,6/26/2015 16:16,2015-06-26 16:16:00,UNP,,,,,59.278617,-116.97495,6/26/2015 16:17,FPD Staff,Project Status,6/26/2015 16:45,0.5,Delayed Action - Lower Priority,Wildfire Assessor,0.0,Surface,C1,Flat,"No VAR
1 HAC for EX
Water Sources .5 miles East",Lightning,N,N,22.0,90.0,CLM,0.0,CB Wet,FPD Staff,6/26/2015 16:45,,,,6/26/2015 16:45,0.1,N,,,6/26/2015 16:45,0.5,7/1/2015 9:00,0.1,,,7/1/2015 12:07,0.1,0.1,A,Y,Y,Y,Y,POINT (387508.2375881436 6570114.29713165),High Level Forest Area,High Level,16.26666667,2015-06-26,508093,F2,2015-06-26,10/21/2015 11:34,25.4,14.0,47.0,5.09,0.0,0.0,5.09,11.0,,45,75.3,34.5,464.3,1.4,58.3,4.6,0.4,59.21,-117.06
27390,70085,RWF095,2015,7/8/2015 17:45,2015-07-08 17:46:00,LKT,LC,LG,S,Straight Up,52.0794,-116.094383,7/8/2015 18:08,Air Tanker,5  minutes,7/8/2015 18:34,0.1,Immediate Action,AAO,0.0,Surface,C3,Middle 1/3,"V@R: timber, watershed.
Req: one HAC crew, blanket with retardant.",Lightning,N,N,23.0,31.0,SE,2.0,Clear,Air Tanker,7/8/2015 18:35,,7/8/2015 18:59,0.1,7/9/2015 10:30,0.1,Y,0.6,7/9/2015 12:30,7/8/2015 20:52,0.1,7/9/2015 13:50,0.1,,,7/9/2015 15:45,0.1,0.1,A,Y,Y,Y,Y,POINT (425034.1262044972 5768125.308786112),Rocky Mountain House Forest Area,Rocky Mountain House,17.76666667,2015-07-08,706802,HR,2015-07-08,,23.6,3.0,24.0,0.5,0.0,0.0,0.5,12.0,,135,92.6,55.2,362.2,11.3,79.9,30.7,11.65,52.08,-116.0
27416,70098,GWF047,2015,7/9/2015 16:49,2015-07-09 16:49:00,AIR,,,,,54.977583,-118.890983,7/9/2015 17:02,FPD Staff,5  minutes,7/9/2015 17:15,0.02,Immediate Action,Wildfire Assessor,0.0,Surface,D1,Flat,"VAR: None
REQ: None",Incendiary,N,N,28.0,30.0,W,25.0,Clear,Fire Department,,,,,,,,,,7/9/2015 17:15,0.02,7/9/2015 17:15,0.02,,,7/10/2015 16:16,0.01,0.01,A,Y,,Y,Y,POINT (251125.7326859736 6096783.83376412),Grande Prairie Forest Area,Grande Prairie,16.81666667,2015-07-09,614914,GD,2015-07-09,,28.0,8.2,28.76,0.0,0.0,0.0,0.0,11.0,,45,92.5,45.0,243.2,10.7,61.5,25.8,8.59,54.98,-118.94
27436,69998,HWF275,2015,7/3/2015 17:04,2015-07-03 17:04:00,LKT,LC,W,S,Drifting Low,59.186833,-118.346167,7/3/2015 17:07,HAC,5  minutes,7/3/2015 17:23,0.01,Immediate Action,IA Forces,1.0,Surface,C2,Flat,timber,Lightning,N,N,12.0,80.0,W,12.0,CB Wet,HAC,7/3/2015 17:21,Conventional R/W,7/3/2015 17:34,0.2,7/3/2015 17:34,0.2,Y,0.2,7/3/2015 17:34,7/3/2015 17:46,0.02,7/3/2015 17:56,0.02,,,7/3/2015 18:37,0.02,0.02,A,Y,Y,Y,Y,POINT (308925.5984043661 6563024.903794128),High Level Forest Area,High Level,17.06666667,2015-07-03,9522,AD,2015-07-03,,21.0,5.9,37.34,0.0,0.0,0.0,0.0,16.0,53.0,135,90.2,95.0,605.5,10.0,136.4,35.6,15.15,59.16,-118.33
27471,70104,EWF066,2015,7/9/2015 19:43,2015-07-09 19:43:00,UNP,,,,,53.465367,-117.654267,7/9/2015 19:52,RAP,5  minutes,7/9/2015 19:57,0.01,Beyond Resources Capability,IA Forces,0.0,Surface,,Bottom,No VAR. Vehicle fire - Hazardous materials. Staging area @ 53 27.517/117 39.548,Incendiary,N,N,29.4,29.0,W,1.0,Clear,RAP,7/9/2015 19:56,Conventional R/W,7/9/2015 20:07,0.01,7/9/2015 20:59,0.01,Y,0.6,7/9/2015 20:07,7/9/2015 20:52,0.01,7/9/2015 20:52,0.01,,,7/10/2015 10:00,0.01,0.01,A,Y,Y,Y,Y,POINT (323881.1841866703 5924949.042472795),Edson Forest Area,Edson,19.71666667,2015-07-09,445991,E7,2015-07-09,,30.4,9.0,25.0,0.0,0.0,0.0,0.0,13.0,,360,93.9,57.9,498.1,14.3,89.8,37.9,16.96,53.38,-117.7
27474,68540,MWF023,2015,5/25/2015 14:02,2015-05-25 14:03:00,LKT,HC,DG,,,57.533517,-113.840667,5/25/2015 14:07,HAC,5  minutes,5/25/2015 14:13,1.5,Immediate Action,IA Forces,25.0,Ground,C2,Flat,"A-G 37
G-G 39
A-A- 129.8",Lightning,N,N,28.0,40.0,W,15.0,CB Dry,HAC,5/25/2015 14:09,Conventional R/W,5/25/2015 14:50,4.0,5/25/2015 14:32,4.0,Y,1.8,5/25/2015 14:50,5/25/2015 19:04,26.0,5/27/2015 0:00,20.4,,,5/30/2015 13:00,20.4,20.4,C,Y,N,Y,N,POINT (569386.3470904029 6374817.655218883),Fort McMurray Forest Area,Fort McMurray,14.05,2015-05-25,734940,JE,2015-05-25,,25.0,5.9,29.31,0.0,0.0,0.0,0.0,11.0,,180,93.5,46.2,334.2,12.2,68.6,29.9,11.1,57.5,-113.88
27496,67761,LWF052,2015,4/25/2015 15:59,2015-04-25 15:59:00,UNP,,,,,55.261017,-113.225667,4/25/2015 16:40,FTAC,30  minutes,4/25/2015 16:40,0.01,Immediate Action,IA Forces,0.0,Ground,,Lower 1/3,,Incendiary,N,N,8.0,35.0,NW,4.0,Clear,FPD Staff,4/25/2015 16:56,,,,4/25/2015 16:58,0.01,N,,,4/25/2015 16:40,0.01,4/25/2015 16:40,0.01,,,4/25/2015 17:25,0.01,0.01,A,Y,Y,Y,Y,POINT (612712.0429612729 6122821.587217333),Lac La Biche Forest Area,Lac La Biche,15.98333333,2015-04-25,328707,CL,2015-04-25,,4.0,-3.5,58.04,0.0,0.0,0.0,0.0,12.0,,225,76.2,10.7,202.9,1.5,18.9,2.0,0.09,55.21,-113.2
27525,65744,PWF103,2014,8/16/2014 17:15,2014-08-16 17:15:00,AIR,,,,,56.67405,-118.383417,8/16/2014 17:15,FPD Staff,30  minutes,8/16/2014 17:17,0.2,Immediate Action,Wildfire Assessor,5.0,Surface,C2,Flat,Timber.,Lightning,N,N,25.0,48.0,SE,5.0,Clear,Air Tanker,8/16/2014 17:39,,8/16/2014 17:45,0.2,8/16/2014 17:47,0.2,Y,0.8,8/16/2014 18:00,8/16/2014 18:30,0.1,8/16/2014 18:30,0.1,,,8/17/2014 15:32,0.1,0.1,A,Y,Y,Y,Y,POINT (292801.7388029448 6283704.290462757),Peace River Forest Area,Peace River,17.25,2014-08-16,491536,EM,2014-08-16,,27.0,17.0,52.0,0.0,0.0,0.0,0.0,0.0,,0,89.8,72.8,401.9,4.2,100.2,17.0,4.11,56.74,-118.35
27572,67749,SWF019,2015,4/25/2015 10:09,2015-04-25 10:09:00,LKT,S,W,,,55.918433,-115.661983,4/25/2015 10:15,FTAC,Project Status,4/25/2015 10:37,0.5,Immediate Action,Other,0.0,Ground,O1a,Flat,Requesting FTAC Crew,Undetermined,N,N,9.0,55.0,S,8.0,Clear,FPD Staff,4/25/2015 10:36,,,,4/25/2015 10:38,0.5,N,,,4/25/2015 10:37,0.5,4/25/2015 10:37,0.5,,,4/25/2015 13:00,0.5,0.5,B,Y,Y,Y,Y,POINT (458643.5515171242 6194719.548885362),Slave Lake Forest Area,Slave Lake,10.15,2015-04-25,651263,GT,2015-04-25,,4.0,-3.5,58.04,0.0,0.0,0.0,0.0,8.0,,45,56.8,5.5,237.2,0.5,10.4,0.3,0.0,55.9,-115.76
27596,69076,SWF099,2015,6/8/2015 17:09,2015-06-08 17:09:00,LKT,LC,LG,S,Drifting Low,54.999983,-115.24695,6/8/2015 17:11,HAC,5  minutes,6/8/2015 17:32,0.1,Immediate Action,IA Forces,1.0,Surface,M2,Middle 1/3,,Power Line Industry,N,N,21.0,30.0,NW,25.0,Cloudy,HAC,6/8/2015 17:31,Conventional R/W,,,6/8/2015 17:50,0.25,N,,,6/8/2015 18:40,0.25,6/9/2015 10:15,0.3,,,6/9/2015 12:44,0.3,0.3,B,Y,Y,Y,Y,POINT (484209.3024595219 6092378.513301952),Slave Lake Forest Area,Slave Lake,17.15,2015-06-08,398225,DM,2015-06-08,,17.0,4.1,42.27,0.0,0.0,0.0,0.0,29.0,52.0,90,89.2,45.7,191.1,16.6,57.2,33.6,13.71,54.91,-115.16
27661,68687,RWF073,2015,5/27/2015 17:42,2015-05-27 17:42:00,LKT,LC,LG,S,Drifting Low,53.01835,-115.509117,5/27/2015 17:49,HAC,30  minutes,5/27/2015 18:17,0.01,Immediate Action,IA Forces,0.1,Surface,C2,Flat,"V@R None
No water sources.",Lightning,N,N,19.0,85.0,CLM,0.0,CB Wet,HAC,5/27/2015 18:22,Ground,,,5/27/2015 18:22,0.01,N,,,5/27/2015 18:37,0.01,5/27/2015 18:37,0.01,,,5/27/2015 19:36,0.01,0.01,A,Y,Y,Y,Y,POINT (465861.2468530128 5872082.315187719),Rocky Mountain House Forest Area,Rocky Mountain House,17.7,2015-05-27,229204,BZ,2015-05-27,,19.5,9.6,52.73,13.2,0.0,0.0,13.2,6.0,,45,56.1,25.8,161.6,0.4,36.8,0.6,0.01,53.04,-115.44
27666,69091,WWF038,2015,6/9/2015 12:13,2015-06-09 12:15:00,LKT,S,LG,N,Straight Up,54.473083,-115.6399,6/9/2015 12:21,HAC,5  minutes,6/9/2015 12:34,0.1,Immediate Action,IA Forces,1.0,Ground,C2,Flat,"Plant to the west, fire is moving away from it and timber in the area.
Good water source. Keep other crew enroute.",Oil & Gas Industry,N,N,21.0,45.0,NW,5.0,Clear,HAC,6/9/2015 12:34,Conventional R/W,6/9/2015 12:47,0.1,6/9/2015 12:50,0.1,Y,1.0,6/9/2015 12:47,6/9/2015 13:10,0.1,6/9/2015 13:30,0.1,,,6/9/2015 16:15,0.1,0.1,A,Y,Y,Y,Y,POINT (458548.7421263172 6033932.139379106),Whitecourt Forest Area,Whitecourt,12.25,2015-06-09,720554,IMA,2015-06-09,,19.2,0.0,27.0,0.0,0.0,0.0,0.0,11.0,28.0,45,91.4,74.2,279.3,9.2,89.2,28.1,9.98,54.47,-115.57
27688,69545,SWF130,2015,6/26/2015 14:07,2015-06-26 14:07:00,LKT,LC,LG,S,Straight Up,57.208,-114.604633,6/26/2015 14:10,HAC,5  minutes,6/26/2015 14:24,0.02,Immediate Action,IA Forces,1.0,Ground,M2,Flat,"V@R Timber

N/A",Lightning,N,N,24.0,35.0,S,8.0,CB Dry,HAC,6/26/2015 14:23,Conventional R/W,6/26/2015 14:39,0.02,6/26/2015 15:00,0.02,Y,0.7,6/26/2015 14:39,6/26/2015 15:15,0.02,6/26/2015 15:25,0.02,,,6/26/2015 15:45,0.02,0.02,A,Y,Y,Y,Y,POINT (523873.915634283 6338071.910117343),Slave Lake Forest Area,Slave Lake,14.11666667,2015-06-26,1036379,PA,2015-06-26,,25.0,8.3,34.55,0.0,0.0,0.0,0.0,25.0,50.0,90,90.9,26.8,465.8,17.2,46.9,31.4,12.11,57.18,-114.61
27694,69564,SWF132,2015,6/26/2015 15:53,2015-06-26 15:53:00,LKT,LC,LG,S,Straight Up,57.137283,-114.640083,6/26/2015 16:23,HAC,5  minutes,6/26/2015 16:33,0.01,Immediate Action,IA Forces,1.0,Ground,C2,Flat,"Timber

Nil",Lightning,N,N,27.0,45.0,SE,21.0,CB Dry,HAC,6/26/2015 16:32,Conventional R/W,6/26/2015 16:40,0.02,6/26/2015 16:50,0.03,Y,0.5,6/26/2015 16:40,6/26/2015 17:07,0.01,6/26/2015 17:17,0.01,,,6/26/2015 17:55,0.01,0.01,A,Y,Y,Y,Y,POINT (521774.8455434981 6330191.15876645),Slave Lake Forest Area,Slave Lake,15.88333333,2015-06-26,1036379,PA,2015-06-26,,25.0,8.3,34.55,0.0,0.0,0.0,0.0,25.0,50.0,90,90.9,26.8,465.8,17.2,46.9,31.4,12.11,57.18,-114.61
27721,69417,LWF162,2015,6/24/2015 17:13,2015-06-24 17:13:00,AIR,LC,LG,,,54.872289,-114.134383,6/24/2015 17:32,RAP,5  minutes,6/24/2015 17:58,0.08,Immediate Action,IA Forces,1.0,Surface,M2,Flat,"Water source 450m from fire

Moslty grass fire with some shrubs and immature pine trees. ",Lightning,N,N,27.0,40.0,S,5.0,Clear,RAP,6/24/2015 17:55,Conventional R/W,6/24/2015 18:05,0.08,6/24/2015 18:04,0.08,Y,0.5,6/24/2015 18:05,6/24/2015 18:31,0.08,6/24/2015 19:39,2.0,,,7/5/2015 13:00,2.7,2.7,B,Y,Y,Y,Y,POINT (555525.0460805248 6078489.866099753),Lac La Biche Forest Area,Lac La Biche,17.21666667,2015-06-24,336933,CM,2015-06-24,,25.0,15.2,54.51,0.0,0.0,0.0,0.0,11.0,,45,86.7,37.3,466.9,4.7,62.2,14.2,3.0,54.94,-114.04
27724,69447,RWF086,2015,,2015-06-24 19:46:00,UNP,,,,,52.17155,-115.410667,6/24/2015 20:03,HAC,60  minutes,6/24/2015 21:40,0.01,Immediate Action,IA Forces,0.0,Surface,C2,Flat,None.  Water source is river. ,Lightning,N,N,18.0,62.0,CLM,0.0,Cloudy,Fire Department,,,,,,,,,,6/24/2015 21:40,0.01,6/24/2015 21:40,0.01,,,6/24/2015 21:48,0.01,0.01,A,Y,,Y,Y,POINT (471926.678382281 5777885.264000986),Rocky Mountain House Forest Area,Rocky Mountain House,19.76666667,2015-06-24,167675,BL,2015-06-24,,15.0,3.7,46.7,3.0,0.0,0.0,3.0,0.0,,0,60.9,6.1,102.5,0.4,10.6,0.3,0.0,52.13,-115.43
27725,69460,LWF166,2015,6/25/2015 13:25,2015-06-25 13:25:00,LKT,,,,,55.5107,-112.366783,6/25/2015 13:29,RAP,5  minutes,6/25/2015 13:50,0.01,Immediate Action,IA Forces,1.0,Surface,C4,Flat,none,Lightning,N,N,18.0,51.0,N,5.0,Rainshowers,HAC,6/25/2015 13:55,Conventional R/W,,,6/25/2015 14:00,0.01,N,,,6/25/2015 17:08,0.01,6/25/2015 17:08,0.01,,,6/25/2015 17:09,0.01,0.01,A,Y,Y,Y,Y,POINT (666209.2949773544 6152311.309566688),Lac La Biche Forest Area,Lac La Biche,13.41666667,2015-06-25,960516,MY,2015-06-25,,27.1,7.9,29.7,1.0,0.0,0.0,1.0,2.0,,45,89.1,69.7,396.3,4.2,96.8,16.7,3.98,55.56,-112.4
27726,69461,LWF165,2015,6/25/2015 13:39,2015-06-25 13:39:00,LKT,LC,LG,S,Drifting Low,55.504333,-112.322283,6/25/2015 13:39,HAC,5  minutes,6/25/2015 13:46,0.01,Immediate Action,IA Forces,1.0,Surface,C2,Flat,,Lightning,N,N,2.5,68.0,SW,1.0,CB Wet,HAC,6/25/2015 13:43,Conventional R/W,6/25/2015 14:02,0.01,6/25/2015 14:15,0.01,Y,0.4,6/25/2015 14:02,6/25/2015 14:06,0.01,6/25/2015 14:22,0.01,,,6/25/2015 14:59,0.01,0.01,A,Y,Y,Y,Y,POINT (669044.7101185821 6151710.646111367),Lac La Biche Forest Area,Lac La Biche,13.65,2015-06-25,960516,MY,2015-06-25,,27.1,7.9,29.7,1.0,0.0,0.0,1.0,2.0,,45,89.1,69.7,396.3,4.2,96.8,16.7,3.98,55.56,-112.4
27736,66108,CWF319,2014,,2014-09-05 14:49:00,UNP,,,,,50.850433,-114.6383,9/5/2014 14:52,HAC,60  minutes,9/5/2014 15:15,0.01,Immediate Action,IA Forces,1.0,Surface,,Bottom,"off Mclean road, fisher east ",Resident,N,N,22.0,27.0,W,7.0,Clear,HAC,9/5/2014 15:15,Ground,,,9/5/2014 15:18,0.01,N,,,9/5/2014 15:20,0.01,9/5/2014 15:30,0.01,,,9/5/2014 15:47,0.01,0.01,A,Y,Y,Y,Y,POINT (525451.6323087539 5631000.809319898),Calgary Forest Area,Calgary,14.81666667,2014-09-05,102168,B7,2014-09-05,,19.8,7.0,42.0,0.0,0.0,0.0,0.0,4.0,,270,66.8,6.9,118.7,0.7,12.0,0.5,0.01,50.9,-114.69
27757,69648,PWF115,2015,6/29/2015 15:15,2015-06-29 15:15:00,AIR,,,,,57.60565,-117.350983,6/29/2015 15:15,UNIT,10  minutes,6/29/2015 15:18,0.01,Immediate Action,IA Forces,1.0,Surface,M2,Flat,Walk in.,Lightning,N,N,29.0,28.0,CLM,0.0,Clear,UNIT,6/29/2015 15:17,,6/29/2015 15:32,0.04,6/29/2015 16:03,0.04,Y,0.2,6/29/2015 15:32,6/29/2015 16:03,0.4,6/29/2015 16:17,0.04,,,6/29/2015 18:29,0.04,0.04,A,Y,Y,Y,Y,POINT (359583.8367170393 6384685.415586327),Peace River Forest Area,Peace River,15.25,2015-06-29,676209,HH,2015-06-29,,27.0,12.2,39.84,0.0,0.0,0.0,0.0,6.0,,315,90.3,40.6,530.7,6.0,68.1,18.1,4.6,57.66,-117.42
27766,69908,PWF125,2015,6/30/2015 19:51,2015-06-30 19:51:00,LKT,LC,MG,S,Drifting High,56.05885,-116.591767,6/30/2015 19:51,FPD Staff,30  minutes,6/30/2015 19:51,0.01,Immediate Action,Wildfire Assessor,0.1,Crown,C2,Flat,"V@R: timber
single tree, heavy precip on its way ",Lightning,N,N,28.0,41.0,W,6.0,Clear,FTAC,7/1/2015 16:54,Conventional R/W,,,7/1/2015 17:12,0.01,N,,,7/1/2015 12:49,0.01,7/1/2015 12:49,0.01,,,7/1/2015 17:20,0.01,0.01,A,Y,Y,N,Y,POINT (400920.3375417825 6211285.327343134),Peace River Forest Area,Peace River,19.85,2015-06-30,788677,KM,2015-06-30,,25.0,14.5,52.11,0.0,0.0,0.0,0.0,9.0,,45,90.0,48.4,446.2,6.7,76.1,20.9,5.89,55.99,-116.61
27768,69910,PWF126,2015,6/30/2015 19:37,2015-06-30 19:37:00,AIR,,,,,55.98975,-116.518817,6/30/2015 19:37,FPD Staff,30  minutes,6/30/2015 19:52,0.2,Immediate Action,IA Forces,1.0,Crown,C2,Flat,"V@R: timber 
water nearby, precip coming ",Lightning,N,N,25.0,35.0,W,20.0,Clear,FTAC,7/1/2015 13:31,Conventional R/W,,,7/1/2015 13:45,0.2,N,,,7/1/2015 12:43,0.2,7/1/2015 12:43,0.2,,,7/1/2015 14:20,0.2,0.2,B,Y,Y,N,Y,POINT (405291.6948532887 6203496.470842957),Peace River Forest Area,Peace River,19.61666667,2015-06-30,788677,KM,2015-06-30,,25.0,14.5,52.11,0.0,0.0,0.0,0.0,9.0,,45,90.0,48.4,446.2,6.7,76.1,20.9,5.89,55.99,-116.61
